HashFunction,HashOwner,HashApp,SampleCount,AverageAllocatedMb,AverageAllocatedMb_pct1,AverageAllocatedMb_pct5,AverageAllocatedMb_pct25,AverageAllocatedMb_pct50,AverageAllocatedMb_pct75,AverageAllocatedMb_pct95,AverageAllocatedMb_pct99,AverageAllocatedMb_pct100
4be7f5ec832bb58b979d185f8eacffc6b50666dabfd13318d0a7db88022fa102,2f565ecdacb965c9af1e89c824ba1af6c5176ce702a83b8a5259bf1c51bf733e,f42387b15e1c9e6bb628f12c1c1c6246327020089421072330cb0ce74a03d5ea,22540,7.695652173913044,5.434782608695652,5.739130434782608,7.130434782608695,8.043478260869565,8.347826086956522,8.956521739130435,9.26086956521739,9.608695652173912
ed836e7e2090c839d1363d214b8e5bfc04f6f34cf1ad69cfe6f88830ff3fe598,624fa8edc3937065dc4188dbc723c1436145e6c550f341c826acbe1ff508851d,81b2e32fe3dd06f41647fe487412fe3afbe790a728065970901ca8ddb8d88616,3191,136.0,105.0,120.0,123.0,141.0,153.0,155.0,155.0,155.0
d365d16eac7880b6e08b20587ec2b6acf1dc6e87f9ae4f77eb2e820289d96264,88c13bca409198e1183406a0d979462f98489bc2d208cca1b92de278a28e596f,99ffd5dfd94fac6da93917610c862c59b30fd1f964e316219e8f18a87672b60b,17236,30.5,30.5,30.5,30.5,30.75,30.75,30.75,30.75,30.75
11bd94318eda09c01712fa99b361409cbbd6132a9995e1655027a7084c8428ee,688478240d9dadf7a22ba3e58cc704d8f3f3db55bf9617ba125a7a8069cea596,173c114f88aef316478156c7c48fe670983a242c1a920071fa293c5245f85d2c,17236,190.0,189.0,189.0,190.0,190.0,191.0,192.0,192.0,192.0
44a5b5ef4216689b944e849f52d7aec772566fbc017c04711030f0cf48b39673,d2f8f905e086ca2dfcfb3ea1849bf2d1dae6477efd8ebc6544c9c6d9d434c2bf,b583797a4cbece155621e6c32dcee7da3033e58712e5ae45f91d25e9a131e8eb,69505,8.2,6.866666666666666,7.0,7.333333333333333,7.666666666666667,8.933333333333334,9.866666666666667,10.0,10.0
073bbe2040ce6b584d9af70e40d5ccdacd6f096c7f7934a0b70631d965c0354c,b445f5b71cf970f495d1ecd7f0ad10a6d5482a912471c4c6c42cb8ac6ce6f5c3,1b61ac3838950c2ea28d46c8989567c4796e3bc4c9d2c5dea9f88482f77e2b24,17248,144.0,141.0,142.0,142.0,144.0,146.0,148.0,148.0,149.0
51e4df45b6dd4cb25175d58760f7807f7cec07e99283abf0638cb04c320bc319,b49be67ae44cd3488b771ae6ffc6e32409b66dc7171adbaa75dcf2a82fc6ac7c,e971636b8deceef0e9cbe9d21efd3d91a3c2bb62457e71c61c7529e7e9c2f0f4,20983,8.875,7.541666666666667,7.833333333333333,8.75,8.958333333333334,9.208333333333334,9.75,10.166666666666666,12.583333333333334
52932979fae3b692be362f84d0f6b1edc6b1c36e312e3578980b5219ea8c806b,ecbc86bc9a1c22117ea1f3d53d81717c06536e4fba6b3260b1991c67b958759a,81946f596edd2149ba9f00c1c6d4c16602a2994d5aabec3a8ded22d35eaf29cb,760,53.333333333333336,40.0,48.0,48.0,56.66666666666666,57.0,57.0,57.0,57.0
0e18a08426ec07a4a6e424661b775fa1e99ce4109f3c6abe8af15d660a625a9d,76341468d1c00081c4915aef9d111699b237b6d28e71485bece3b3634da3f7c6,b9bfb824275e7bafd5628fcaabedd6d01297487fa66ef21f4f61b7e55793d61b,17232,16.1,13.5,13.8,14.5,15.1,16.9,22.1,22.7,23.6
9572d98683d6fe909e6f9a720d4fd238293a53ffe1be7138daf81a1e099a0973,d058802bb738328e826d44f3109c9dc525cae4c8b69d9b4f43b6a3ff26920470,e2a63dce97a67bdb3571d66173b9c0b8a9befc959b1ca00c4eecad593a89ddbf,22822,18.666666666666668,15.666666666666666,15.833333333333334,17.0,19.166666666666668,19.666666666666668,21.666666666666668,21.83333333333333,22.5
cfed695b2b3d3f6dd618dc3cb3aad22e95e6834d9aef8f10b17d3c254c56a40a,1b68e83edf116a10df78ea2210f6748d556ce9eb1774f9134c05c6b5769423ac,d42b0a6a8bfb51257d2c838fc41e1da1b74cf7af780013baeb799335efd0d8fb,64287,110.0,102.0,105.0,108.0,109.0,113.0,120.0,128.0,129.0
95cf1b2d66813d98cedfd48dee1afd462128811a6b73ac1dc0ecd2b8bd8c883f,a1d2950a826677b5acc09c7508284629dc23250f2a3f84de4c996bd6afdf919c,92dfaec2d41ea9e05eb19e95d9446eeebaa9fa59ee1d0c53676d686353fdecba,322378,7.695652173913044,5.782608695652174,6.086956521739131,7.130434782608695,7.521739130434782,7.956521739130435,10.130434782608695,11.08695652173913,15.521739130434783
d3f726b7aa2a2a5415b6dc96b5974332daba6b34740e01fe7c8d674fb8131b18,9c8dcaa83fc1eb52da4d1725775226e5f5897cb64226d3801bfac9e0111f5334,3065ba2dd5c446906922f684c6f8a459321cb8b30500f74fd59d6a999709a676,2391,47.66666666666666,35.333333333333336,37.0,38.333333333333336,42.66666666666666,45.0,110.0,110.66666666666669,110.66666666666669
6b5cba7037ecedb730be024c1ebb61c4a572f3b7376a9ae7fb2f6b7844b0de54,e94c18c60ed66a41779adc24a659bfcde6969a08dbf2cc270b972877312aa8ef,0f9a20f5255a60c257ed8bbd9cd054e2e02e7413947159108a45b9fa985ee1b8,68955,23.0,21.0,21.5,22.125,22.625,24.375,25.625,27.0,36.25
a6e97144b045306b59d228a0ad839a17f177aaf0b571adc192212275be59eabe,909ce6c88b20e5d526f4075109fd19da7a9b7bf325c97510ddd9ceb946613d0e,902427f4525376e6dc705e33a0f54d50b4ef6d4d10b200d4622818c2a5583cbf,16770,49.5,28.0,29.0,32.5,39.5,73.0,78.5,82.0,109.5
1765702e8c622d16bb22edf072bdba12906f90f5f989bb756bc13bcfeff860aa,2f11bde1ec470a4c4463e83bf0413aa8635414620347f1741d451fde6823df6c,90eb99975205339da081a725b05fdea82db6ad9003b0e76be61d82a3097368ca,19566,97.25,74.25,75.5,95.5,98.75,102.5,105.25,137.5,148.0
67922637c2c1bb8f4586791449ab61041477a39c417a3b1a9123282bfc9b01f4,2e1587aac4b8a76322972ca61c53167e5c313f881c4a09231791334753a439c8,8e41403ab2c1edb925703aa8d054291a6325058856bfd987fb984d1f604a8ad4,7087,125.0,108.0,114.0,116.0,118.0,134.0,158.0,176.0,182.0
8e538604021b74d2439b65e97f9441c037dc02864263ac0de602d32b36368cb3,059797c6383ea8194604e7fc77ed89820ccdaaec00b4f2034d1a62041b90eea7,50808fea2414c7955d7909bd86d33e60594246a701ad6e6983b21e256c2262ae,17247,125.0,107.0,108.0,109.0,117.0,133.0,150.0,188.0,188.0
7cfa34221ed266a376b10d80bd6765b9d25ea487fe6be9cc7e965cabd741ebdb,aff65fcdc53721f7a8f20cf8aee4b4506fc185ef3eb92d2e55b2266fb4d9dbe3,d305ce3c1216ac8e5adb154c83741bdbbc4697ae2f4cf8245ed277dbbff429c3,46095,1.376237623762376,1.0,1.1386138613861383,1.2574257425742574,1.316831683168317,1.4356435643564356,1.9603960396039604,2.049504950495049,2.0693069306930694
d09c04aa076cd14cf9092cd5c1e21a9bd9dc2407235006ba308736624d8dd82b,5393abff058ef71969ec90dd545026a28604f241b409526e9ba19f89f39a22ac,732676fb499855b59c513e4061cf8256fe562498d87d7cac22e034105637375e,2528,42.0,17.6,19.0,36.2,41.2,52.0,58.4,60.4,62.0
ccf4968387b927f6c7fecfa79935ed8b01ecc95ec957d6554fb54c44688bd4ab,76341468d1c00081c4915aef9d111699b237b6d28e71485bece3b3634da3f7c6,5f6e4309db2ad2134ff2ba4d3fafd260aced5fa3cf0c191b40056c1578b37b66,17250,14.6,13.5,13.9,14.3,14.9,14.9,14.9,14.9,15.2
3d850f28681ddfc59243930c0594f25f4052603f5b2da37d3c97a3019d9b1a15,fd8a2430aa1d1b6fb9e059ff6268eabf8bbd77e68a6d5f38195a67820149b0ab,b380a9ac7bd903664e7fbb2061a5c9ec44e56c92958c4f5c1c00711ee102b13a,16875,35.333333333333336,34.666666666666664,34.666666666666664,34.666666666666664,34.666666666666664,35.0,40.66666666666666,40.66666666666666,41.0
8b26741fcc331828c0021eb4012d24b18ad49eb757fdf5a33e05ac155f5f904e,611d0baa20577158d9a4427185491783d318d1846f498296cda2f17f60c33ff4,473c4725fc4680e094ee5b8438f66f0e8b9e3d6e1b90de0b69a9a1e671168794,54125,16.0,14.75,15.166666666666666,15.666666666666666,16.083333333333332,16.5,17.333333333333332,17.583333333333332,26.416666666666668
6b3d4c937c94c9122c62bf9c2bf3e674ce2979a0bcde353ab40d2d2532f17713,cc70adf0b7dc08ff517a3a7fb31123d2ed4822996a3ab69d2b7b0f99ee0513ca,a5989214ed9b52521f25f950c604530bced8b8cfb2e1a49a6ffb178ca9cc2a6d,76603,19.0,12.181818181818182,13.727272727272728,15.545454545454543,17.545454545454547,21.09090909090909,29.63636363636364,33.18181818181818,38.72727272727273
034a73bd15cca1dc080637ce79929248f18c5bba323591e9ea013858079946dd,c051c49327892681e2dd8c2972b7fb46e24df44261a88fabcda7e823cfd58d39,2ed92d2f5c78d82290c4c8b360a4ace1a503ec7418fc141102aa1c6aaacc18b4,20861,192.0,105.0,166.0,180.0,186.0,200.0,250.0,305.0,387.0
ce192b1bba10e1ed385aa4efde0f517917f0e33491094878c4a48cd36bab0989,ffe73881507168a762a32b04b18344a3a62edff47b2bfd45251d2baad77f3065,b5a3c5027dd611ba91367603277d15779f65c64dc18b37f0357591ea769da914,19302,58.0,35.666666666666664,36.0,52.333333333333336,54.66666666666666,59.66666666666666,85.66666666666667,184.0,212.0
44fac283403617d08a74e958fd0444c24124df142d0448042b134b9b1836d473,1325364f97031ea2048237a4895bb666f181b2495c7456301974bab50a7dbd31,af5f90937fb6c9f327a6a4c1c72b64bb8e43f6be75e57658ee047832a620bf70,17251,13.545454545454543,13.454545454545457,13.454545454545457,13.545454545454543,13.636363636363637,13.636363636363637,13.727272727272728,13.727272727272728,13.727272727272728
90e1ea1f5517e423c8574406f6824fa7ec96ea39f49910d71b8f9e57a2ddc4e2,bbe26e52a7cade389d0032ccc4333fbb79665c53d5855a947291e6a31df8883e,c246dd4052f8a8f5d51cbc04b746e33bbdc61451628cbca2d6fbde7fc6ffdf41,19998,128.0,99.0,102.0,118.0,134.0,136.0,142.0,143.0,152.0
60bf07b19691f95b8a465f22f1d5d9974644e10b17977be53ff557234c1ee6ce,0bebff2bdc3337a91b9fea8a47e688f621fb92e7ac0302c3bc348a0c1b3a2d4d,b5fd19112bcc2b8ac687f59d706769d5d32099513f4976835feb2e9bb9dbb7d3,28866,171.0,77.0,92.0,162.0,190.0,205.0,213.0,221.0,390.0
ea1320533db10406f7c0c995dff42f8af1f9cd4ee20743557f9babdbf9851254,d0042021cd29533b122c3b4898d65815c098e68f360059050c91a20619faa4d4,165070205ed6ed7f09a63371d50f8e07efcae8acc69b509a44ec91eb40c52d1d,6162,31.5,26.0,28.75,29.0,32.25,33.25,36.5,36.5,36.75
39ad6367fb9f04d5a3ddba2bda25399d870a3a69a6ea2960bef54ab670a8a68f,b5d57db7de832e6c67280602486b03c64c8b58c9ed24e09a328e13086fca7727,260f6870a9c1edc3c30f946c27c6d5990c0014b09baafbf87660c7ecba1287b6,16177,31.0,16.666666666666668,18.33333333333333,21.0,31.166666666666668,33.833333333333336,39.0,157.66666666666666,158.0
5277e8ffdaf757054605486e4517330bc7329a1c80b903648d930268df622de4,95dc325a4a22f2d6368e04c54265752aad1ef0207cd08ed2ffa698403f3c30b3,b3f723b82aff092fc7ede59daf756c85243d1abba2a7e6945fffdb4806cdafe7,17243,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0
f77fefda11c354b07c07028c8030edc451a83415d101b6c8401e84e1b9ea0bd4,95dc325a4a22f2d6368e04c54265752aad1ef0207cd08ed2ffa698403f3c30b3,31673767ccb0e29a9d197b7c0376d2a00a91f3a8e9245e0ec53d43143e99444b,17244,113.0,113.0,113.0,113.0,113.0,113.0,114.0,114.0,114.0
b8f2d6eaacf939867e2766d436886817118bb9df7d7fa93d8f903a8247cc7c7c,95dc325a4a22f2d6368e04c54265752aad1ef0207cd08ed2ffa698403f3c30b3,1d34795b5bd59dd15ffbe56cb7a3c5a5dfd78d1b7b40e2a803518a459ace93dc,17249,132.0,132.0,132.0,132.0,132.0,132.0,133.0,133.0,133.0
29c93fa3ef4b8ba3a878fe746667236109c99613fa3c3869e85e76514e429567,c36f718c7130444ea56a6b1d68584a7de62b99e51e6a468edb6eae6364b01eb4,1ef5d39ca7aeb79f2f1b517e1524f20df854a1cd0c9aa0a6c0c95d659f12b8a6,4423,26.0,22.571428571428573,24.0,24.857142857142858,25.857142857142858,26.714285714285715,29.285714285714285,31.285714285714285,41.57142857142857
08a7198800c73d9b16487cc15f21fa5702c303b240cbc3ccb5436ae73c720b79,30f65f4f0dbab0d7184a94e5541f9c43b873a20b86d755b1ca499024e527b3ee,de59ffa3b4e2e0e04f5e2c29125bc11a4bf02ed5c690da9575b4718114c01732,12463,8.590909090909092,7.681818181818182,8.0,8.409090909090908,8.590909090909092,8.863636363636363,9.545454545454543,9.909090909090908,13.5
f2f5b3bbd02056b3596db7fe70cdea3071e2db6c6d89b97c4953152973ba81ba,f15f698f543702b68bbc5eb717b6945219a75cbf0394be131e209b6cb8a6a001,d1ee25d56cab8243049941881ef7d0f5bc62e4b04b5d1d51897a40db2498afd2,1290,39.2,34.2,34.4,38.0,40.0,40.8,42.4,44.4,46.6
d9ddb98e8c023fe28fe3746506d936a2299c55ab5706de3e89c5a8a9bdd06537,f79838de1febcc7059e6ae0d85fe2b652b88282455a21007b18e021ff7075fc8,5ddc9416620dd5070b175a4fb672b78341a845e5f6dab25795f201552ac3f7c3,17254,75.0,72.5,74.5,75.0,75.5,76.0,76.0,76.0,76.0
a5ffd12a98973ae1ef6a577cd115bd52e8f7f68116df4edfd15b90b9307b4c44,c4a93f6bff4ee59fb88d49995e1ba30cbe8c29c29e84d3e36b1d9801a9ebf4cd,949036cb57139d2e0d2cf2590e10a6bfdd413ba185446833a4527d494dd73681,20761,62.0,52.5,52.5,62.0,63.5,65.0,70.5,71.0,74.5
8aeff4c182c722b99cd8be75060b8e2b4fca7c0e821c611764e31cd1be8679b2,df14041764ae6420ec6e9329c8d9de42ac106082afa1f552bde55e679d465020,d02cd79abf2af48b4737f1fb160085553fbbabdd5135acaaa5d9526990915ee4,89839,3.692307692307693,2.743589743589744,3.2564102564102564,3.3846153846153846,3.5384615384615383,4.0,4.589743589743589,5.358974358974359,7.615384615384615
a458ee86b9c4d6abafbe0f267b89b51e15cf32c581b8a846c06035dfbac57b05,edfecd92a50a0675d4f74b6fd763848b70c3cbaf2287b454bc1da9ce8d855759,f641fb42baa41e13abc542a808f19a2c4109d6f8ff9877272824e62b9b9eb08e,17234,25.55555555555556,24.88888888888889,25.33333333333333,25.55555555555556,25.666666666666668,25.666666666666668,25.77777777777778,25.77777777777778,26.11111111111111
963fb834e9182c53b93c03b6c4e1797cbcb87cbc41fe63f927688ce91757923c,fce3df39cc253427e6ae74f2fc7bc9db2c0433024274915d80d602380d8e04a6,7051fa9c1b5e09d7905b7c6e2d996998107c0bc48c91bb0f859ebed0b000a97a,17242,2.014705882352941,1.9558823529411764,1.9705882352941173,2.0,2.014705882352941,2.044117647058824,2.073529411764706,2.117647058823529,2.161764705882353
add5e5dac24bc0e794bb912261f0f404cee2eb8af4247a561ea422cb326fb4e9,fce3df39cc253427e6ae74f2fc7bc9db2c0433024274915d80d602380d8e04a6,7051fa9c1b5e09d7905b7c6e2d996998107c0bc48c91bb0f859ebed0b000a97a,17242,2.014705882352941,1.9558823529411764,1.9705882352941173,2.0,2.014705882352941,2.044117647058824,2.073529411764706,2.117647058823529,2.161764705882353
5fc6ef7a77b4953ddd28dad0e0de4f8508d804f38b5badd3bf10776d16e196ca,ba94770fa0500e1a33ce79dcaef4e1349060b3d128d0080361d029670c5b6ad2,6887b77e8d2d2025593e650c2776bff8a0e918ae70bdad63a580507f337c8831,4927,186.0,151.0,165.0,177.0,184.0,198.0,206.0,218.0,389.0
70270b6140350eb5e2e019b8cea07c09116f5f9ee3d8e680d90c13416e769c81,423514747006919139993e4cc074806876311155eac65ca0f4f92872f7206ce5,1da9743ed9fcbda45df05e80f0facda5e4947c680d783ae4fec752224711c7ef,262,192.0,155.0,189.0,190.0,190.0,191.0,221.0,268.0,268.0
81bfa46cb753e8d8cc46189caf4318dc7feee62a84de684df99075b842ffa1db,98a36620e49b3b00521f33a57f9d7944ffc107f4bacbc9b960750f45d615876b,7bab1b0117652e5f663e3a43482ce4f6242e10941c4b002294764f8d3a5ea03e,19970,128.0,102.0,108.0,124.0,127.0,137.0,144.0,145.0,145.0
ba86c58a47b3f8a4820c6fab174dffb8e799287812a1f574e640d87e3a86407f,dd065b88fe6a8fa651c14ed91aedd6bab8f6044fa82f0540192ec1cc94c55faf,f31bf1852d5605ebce82e0d4818cd15a63af3d53df35968cf70d0827f61b093d,21576,7.625,6.625,6.8125,7.1875,7.3125,8.125,8.9375,10.875,10.875
692de5a4a76d70d75f6dea545905b5e0cb8365318e0c042c62445640d4e45d6e,073cf96571743aa44f1ee9250787ad0e0eeacbe13d10d3205d534215cc7e9408,92929075a3022c072e5c5021d63e0fc54373c6be2b10066311463eb0e3379ad5,528,71.0,58.5,65.0,65.0,65.5,82.0,83.5,84.5,84.5
834483d3c0f739553b5cea699ee2efacd50d07b7b948da29e0b8abed1f434aec,2e9741fd02448fda52443ec14fe1c39b002c219e77441eddd737b9af77a26f0c,87032a1539c0e2389c1b043f071c9d24e0a7c0f4434d4abeb2889cac6ef44863,28260,36.333333333333336,26.0,30.666666666666668,35.333333333333336,36.66666666666666,38.0,40.0,42.66666666666666,59.333333333333336
716877613528e1962d7b7c4ddf849d7fa7012172131746d383b2a93f162f9145,33d02db29169c2f77b0234e73f1dec0212b419599b6c53cdecf72521d0db7b7a,56bec62e1c4666cf42572ef401fbad430c04a0538fe83dbe87cb22897c9b3fb4,18255,18.0,16.428571428571427,16.571428571428573,16.857142857142858,17.857142857142858,19.0,20.571428571428573,21.571428571428573,26.285714285714285
b64fd791e1d2da3f190862a10b54b026b8a76696350db2998a5477b00257ee69,8c444847522913e89c3c90a9206ba93f371813b3bfa204124132f04396ff21d8,8aa3dfd95e7a32adc9b9f9862c1c01667535562cd52389d71584b35b6d58a9c6,17253,219.0,212.0,213.0,214.0,220.0,221.0,230.0,230.0,230.0
c4236b50caee6b4712ab013bfcef22f18075e7f9f692e7a988339971d3ec2e6d,e84c95c6500a9c666355d971a97fd7edb3e89f9a498556ac807cfa5e6aa594b1,4f76fd8f3e77515f32d887183bdc7f06a9571e492d856f23f1c4b6325cfc2800,17432,74.75,66.25,67.5,71.25,74.0,78.5,84.0,87.5,95.0
c6771750ff5a432255e83b4e4a1aee6be32f964b941677de6e9a3ef29e32fe5e,51e0ebd33aebf3ee07d83f33a1e8c868a39164621cd3bf5a9f42d90d3aa59ce6,2885f47d24672e01a9485bb646e814d02f6d60337d7545e474e264812385c214,3981,111.0,98.0,106.0,109.0,111.0,113.0,133.0,136.0,137.0
d47a8645a0c0b15e4d82e10523b6a4cddb38c58a5f4eb962a7ac09858bd1302d,cd760ca2b8b9fc515f2d107ec057505b89d749ec34e15b0fc1ad026b89a9b609,1b8c553c5464dc8f989ab1f22c0f2a81993eeef08d18448ead091ce4d6daa787,17250,174.0,173.0,173.0,173.0,174.0,174.0,176.0,176.0,177.0
40087b02cc24f32a40ed71b8135a4d2d3109334e89034389306db3fac8c73c85,5b5b72034a77eb726807b69043547f4ef0fcade75b4f3f6e4761d457b039d77d,476b15eb2aa30b7452aa72be890b03a7eccd26ef1fd1804a9fd24b57403437ad,17127,136.0,107.0,123.0,126.0,126.0,127.0,228.0,234.0,265.0
86e9a49fe242374ce2c85f3ca2ea8a8c4f92a15924ead716c848a78c43f2f033,946976f24f12ffaedbd573f901933fe68830a28d631de1b8a2e0f2b5d858c8df,fbc0ff4cb4d61b65f8ee2bf1a224640df6dfe8eb4c1c70026972d02f41a0cabe,16081,8.1,5.8,6.65,7.3,7.75,8.05,11.55,21.85,29.75
a14679f6952c55c197aa2ec0eba8788ba50ee69dd4f61a18e52b3ccd917498a8,0e0d1df62baf9c64823d0226fa0b7952e319d0642936740733a6a19517e6d5f0,3df9ee9f62bc33aa91b5d328c8b0590af2cca0bc9f0d29838e87b464b2bac16c,21649,12.363636363636363,10.090909090909092,10.363636363636363,11.545454545454543,12.272727272727272,13.181818181818182,14.636363636363637,15.0,15.0
24a25659fdf79509d8bdd57159f1c8640574076f6496c446b58343e67edde110,634bb2e7dfca8555899b9b43841a4efa08332461d168d87bb95d76e71fd49e01,13f5e05796697f8c27434e6ebd644dc46a4cf396cd7afad345bca8125db68e6b,16958,116.0,91.0,106.0,109.0,115.0,123.0,137.0,139.0,143.0
69993e160c269644c85aa093f163eec616dfe5a64dcabae3aa8f4712e01e314c,7fc1d572a679c0c45cc792221490b05ed4daa9b02d76544bec3fe37ec193e357,34077f203c66d05b665f7b75c3a9a88f42262a942290789d3ea2a70e130923db,20278,34.0,28.0,28.5,33.75,34.5,36.25,36.75,36.75,39.75
7c7f4f4a3ccd6ee5dfebf1c1b5cdd97915a6187948190a74bb86c0b72af02b8c,629cb33bbb4f02add1f0962e555bd6423b2cac6d9bdd7b1dd9ce32125fdea97c,be242e48f6707e4653ee9ff04d7720a4d4903b14fcd7c289b45e1a92608bebb9,22319,11.235294117647058,10.235294117647058,10.647058823529411,10.882352941176473,11.235294117647058,11.588235294117649,12.117647058823527,13.529411764705882,16.41176470588235
1595c1c9e3880464185b1a2197c70d4d38823fe82238d99633de262d2d5b07a2,d2e25e77f08555f93ebb056e07ca9642a476f60544bc72838c609b3f3a179123,136c7d09faea882da5ebeb4bbfb621dc17e063f5b5abe2785044084b6c952648,17714,38.25,30.75,33.5,37.75,37.75,41.25,41.5,41.5,41.5
c60517617b42d76d9279cf738f2f9dc1b90f6abe796a6071683af042e4d6718c,61fe396dad65bcf451bdda447acf7816f00935d6511700e13515461243a65fff,2ee9709a085f4650128f073bce58f70896d2abaa77325c6ed60964f83bb8523b,6745,119.0,101.0,105.0,113.0,114.0,129.0,138.0,138.0,142.0
f28d3a2156c4174952116730a28f4fbae781683917b9277580bebf4473327b8d,486e10ac87f2c7495ab672094483c49e935e6f7e19b2b9b7157be7f9f949244c,2aa4e347c20608f47697481b94656267d10ea7ea57486df4025e5348ff68dfc7,21681,58.25,26.5,27.0,44.75,57.5,70.75,92.5,117.75,139.5
8be747e15a7d0384e43a34acc3cdac03bb1ab1d15036548ae613c0fca3e5897b,9a857b73685842dc829ab988745ab9cc5c94ceb94e2271ce415ba2c0ce1376c1,08396e62c7c6468d1995a3bc1a47d35d2598e31e28e0c8c8415edf334eb9f2ff,19783,62.66666666666666,58.333333333333336,59.66666666666666,61.333333333333336,63.0,64.33333333333333,65.33333333333333,68.33333333333333,93.0
5e08ca82290a2e4545546c182d073696d3648fe245200d5fc8cbeb4c2b21724c,e56a7a29e50ac84ffa9ee7dee72d4df4e403634be818380edb5be7d3d8c5ee97,75c0d1ed3591cef43631a4d41b9d2969d88661782c7f81671f784266eff8ed9f,17153,901.0,155.0,165.0,689.0,936.0,1212.0,1433.0,1517.0,1533.0
93c0e06e4a59ab440accff620e97cc4b77de6a82ff8083fa0b868f838825038f,dce7122387d3e63e9fe17beab7f689b53f50c1f330bd70dad11e0c45502ff50e,40f6b3fe962ad7f57ee5e8e39ffdc92810264e21dd3961c334b6e5590be52e04,33181,39.66666666666666,30.666666666666668,34.0,35.0,38.333333333333336,44.0,46.0,63.66666666666666,63.66666666666666
